#,Word,Oxford 3000,Oxford 5000,Level,Part Of Speech,Site URL
1275,cry,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/cry_1
1276,crystal,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/crystal
1277,cue,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cue_1
1278,cult,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/cult_2
1279,cult,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cult_1
1280,cultivate,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/cultivate
1281,cultural,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/cultural
1282,culture,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/culture_1
1283,cup,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cup_1
1284,cupboard,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cupboard
1285,cure,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cure_2
1286,cure,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/cure_1
1287,curiosity,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/curiosity
1288,curious,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/curious
1289,curly,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/curly
1290,currency,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/currency
1291,current,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/current_1
1292,current,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/current_2
1293,currently,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/currently
1294,curriculum,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/curriculum
1295,curtain,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/curtain_1
1296,curve,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/curve_1
1297,curve,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/curve_2
1298,curved,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/curved
1299,custody,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/custody
1300,custom,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/custom_1
1301,customer,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/customer
1302,cut,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cut_2
1303,cut,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/cut_1
1304,cute,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/cute
1305,cutting,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cutting_1
1306,cycle,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/cycle_1
1307,cycle,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/cycle_2
1308,cynical,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/cynical
1309,dad,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dad
1310,daily,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/daily_1
1311,daily,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/daily_2
1312,dairy,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dairy_2
1313,dairy,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dairy_1
1314,dam,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dam_1
1315,damage,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/damage_1
1316,damage,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/damage_2
1317,damaging,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/damaging
1318,dance,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dance_1
1319,dance,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dance_2
1320,dancer,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dancer
1321,dancing,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dancing
1322,danger,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/danger
1323,dangerous,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dangerous
1324,dare,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dare_1
1325,dark,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dark_1
1326,dark,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dark_2
1327,darkness,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/darkness
1328,data,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/data
1329,database,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/database
1330,date,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/date_1
1331,date,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/date_2
1332,daughter,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/daughter
1333,dawn,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dawn_1
1334,day,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/day
1335,dead,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dead_1
1336,deadline,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deadline
1337,deadly,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/deadly_1
1338,deal,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deal_2
1339,deal,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/deal_1
1340,dealer,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dealer
1341,dear,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dear_1
1342,dear,1,1,a2,exclamation,https://www.oxfordlearnersdictionaries.com/definition/english/dear_2
1343,death,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/death
1344,debate,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/debate_1
1345,debate,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/debate_2
1346,debris,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/debris
1347,debt,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/debt
1348,debut,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/debut_1
1349,decade,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/decade
1350,december,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/december
1351,decent,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/decent
1352,decide,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/decide
1353,decision,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/decision
1354,decision-making,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/decision-making
1355,decisive,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/decisive
1356,deck,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deck_1
1357,declaration,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/declaration
1358,declare,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/declare
1359,decline,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/decline_2
1360,decline,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/decline_1
1361,decorate,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/decorate
1362,decoration,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/decoration
1363,decrease,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/decrease_2
1364,decrease,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/decrease_1
1365,dedicated,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dedicated
1366,dedication,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dedication
1367,deed,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deed_2
1368,deem,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/deem
1369,deep,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/deep_1
1370,deep,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/deep_2
1371,deeply,1,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/deeply
1372,default,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/default_1
1373,defeat,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/defeat_2
1374,defeat,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/defeat_1
1375,defect,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/defect_1
1376,defence,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/defence
1377,defend,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/defend
1378,defender,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/defender
1379,defensive,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/defensive_1
1380,deficiency,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deficiency
1381,deficit,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deficit
1382,define,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/define
1383,definite,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/definite_1
1384,definitely,1,1,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/definitely
1385,definition,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/definition
1386,defy,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/defy
1387,degree,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/degree
1388,delay,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/delay_1
1389,delay,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/delay_2
1390,delegate,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/delegate_1
1391,delegation,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/delegation
1392,delete,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/delete_1
1393,deliberate,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/deliberate_1
1394,deliberately,1,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/deliberately
1395,delicate,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/delicate
1396,delicious,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/delicious
1397,delight,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/delight_1
1398,delight,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/delight_2
1399,delighted,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/delighted
1400,deliver,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/deliver
1401,delivery,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/delivery
1402,demand,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/demand_1
1403,demand,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/demand_2
1404,democracy,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/democracy
1405,democratic,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/democratic
1406,demon,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/demon
1407,demonstrate,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/demonstrate
1408,demonstration,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/demonstration
1409,denial,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/denial
1410,denounce,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/denounce
1411,dense,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dense
1412,density,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/density
1413,dentist,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dentist
1414,deny,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/deny
1415,depart,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/depart
1416,department,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/department
1417,departure,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/departure
1418,depend,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/depend
1419,dependence,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dependence
1420,dependent,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dependent_1
1421,depict,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/depict
1422,deploy,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/deploy
1423,deployment,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deployment
1424,deposit,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deposit_1
1425,deposit,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/deposit_2
1426,depressed,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/depressed
1427,depressing,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/depressing
1428,depression,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/depression
1429,deprive,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/deprive
1430,depth,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/depth
1431,deputy,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/deputy
1432,derive,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/derive
1433,descend,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/descend
1434,descent,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/descent
1435,describe,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/describe
1436,description,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/description
1437,desert,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/desert_1
1438,desert,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/desert_2
1439,deserve,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/deserve
1440,design,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/design_1
1441,design,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/design_2
1442,designate,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/designate_1
1443,designer,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/designer_1
1444,desirable,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/desirable
1445,desire,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/desire_1
1446,desire,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/desire_2
1447,desk,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/desk
1448,desktop,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/desktop
1449,desperate,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/desperate
1450,desperately,0,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/desperately
1451,despite,1,1,b1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/despite
1452,destination,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/destination_1
1453,destroy,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/destroy
1454,destruction,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/destruction
1455,destructive,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/destructive
1456,detail,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/detail_1
1457,detail,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/detail_2
1458,detailed,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/detailed
1459,detain,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/detain
1460,detect,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/detect
1461,detection,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/detection
1462,detective,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/detective
1463,detention,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/detention
1464,deteriorate,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/deteriorate
1465,determination,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/determination
1466,determine,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/determine
1467,determined,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/determined
1468,devastate,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/devastate
1469,develop,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/develop
1470,development,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/development
1471,device,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/device
1472,devil,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/devil
1473,devise,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/devise
1474,devote,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/devote
1475,diagnose,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/diagnose
1476,diagnosis,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diagnosis
1477,diagram,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diagram_2
1478,dialogue,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dialogue
1479,diamond,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diamond
1480,diary,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diary
1481,dictate,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dictate_1
1482,dictator,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dictator
1483,dictionary,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dictionary
1484,die,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/die_1
1485,diet,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diet_1
1486,differ,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/differ
1487,difference,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/difference
1488,different,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/different
1489,differentiate,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/differentiate
1490,differently,1,1,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/differently
1491,difficult,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/difficult
1492,difficulty,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/difficulty
1493,dig,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dig_1
1494,digital,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/digital_1
1495,dignity,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dignity
1496,dilemma,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dilemma
1497,dimension,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dimension
1498,diminish,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/diminish
1499,dinner,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dinner
1500,dip,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dip_1
1501,diplomat,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diplomat
1502,diplomatic,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/diplomatic
1503,direct,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/direct_1
1504,direct,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/direct_3
1505,direct,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/direct_2
1506,direction,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/direction
1507,directly,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/directly_1
1508,director,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/director
1509,directory,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/directory
1510,dirt,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dirt
1511,dirty,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dirty_1
1512,disability,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disability
1513,disabled,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/disabled
1514,disadvantage,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disadvantage_2
1515,disagree,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/disagree
1516,disagreement,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disagreement
1517,disappear,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/disappear
1518,disappoint,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/disappoint
1519,disappointed,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/disappointed
1520,disappointing,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/disappointing
1521,disappointment,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disappointment
1522,disaster,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disaster
1523,disastrous,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/disastrous
1524,disc,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disc
1525,discard,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/discard_1
1526,discharge,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/discharge_1
1527,discipline,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discipline_1
1528,disclose,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/disclose
1529,disclosure,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disclosure
1530,discount,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discount_1
1531,discount,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/discount_2
1532,discourage,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/discourage
1533,discourse,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discourse_1
1534,discover,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/discover
1535,discovery,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discovery
1536,discretion,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discretion
1537,discrimination,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discrimination
1538,discuss,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/discuss
1539,discussion,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discussion
1540,disease,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disease
1541,dish,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dish_1
1542,dishonest,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dishonest
1543,disk,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disk
1544,dislike,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dislike_2
1545,dislike,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dislike_1
1546,dismiss,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dismiss
1547,dismissal,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dismissal
1548,disorder,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disorder
1549,displace,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/displace
1550,display,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/display_2
1551,display,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/display_1
1552,disposal,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disposal
1553,dispose,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dispose
1554,dispute,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dispute_1
1555,dispute,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dispute_2
1556,disrupt,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/disrupt
1557,disruption,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disruption
1558,dissolve,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dissolve
1559,distance,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/distance_1
1560,distant,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/distant
1561,distinct,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/distinct
1562,distinction,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/distinction
1563,distinctive,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/distinctive
1564,distinguish,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/distinguish
1565,distort,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/distort
1566,distract,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/distract
1567,distress,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/distress_1
1568,distress,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/distress_2
1569,distribute,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/distribute
1570,distribution,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/distribution
1571,district,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/district
1572,disturb,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/disturb
1573,disturbing,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/disturbing
1574,dive,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dive_2
1575,dive,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dive_1
1576,diverse,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/diverse
1577,diversity,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diversity
